Price_Billion,Price_Per_m2,Area_m2,District,Ward,Bedrooms,Is_MatTien,Width_m,Floors,Is Hem,Post Time,Toilets,Post_Time
11.9,198.33,60,Phú Nhuận,13,4,0,4.1,3.5,1,8/12/2023,4,12/8/2023
8,133.33,60,Tân Bình,10,4,0,4,4,1,26/05/2023,4,5/26/2023
4.6,184,25,Tân Bình,6,2,0,5,4,1,24/10/2023,3,10/24/2023
13.9,149.46,93,Tân Bình,3,4,0,2,3.5,1,16/07/2023,5,7/16/2023
4.6,184,25,Tân Bình,6,2,0,5,4,1,26/01/2023,3,1/26/2023
7.7,106.94,72,Gò Vấp,3,4,0,6,4.5,1,23/01/2023,6,1/23/2023
4.25,88.54,48,Gò Vấp,16,2,0,4,1,1,15/09/2023,1,9/15/2023
27,90,300,Thủ Đức,Linh Chiểu,4,1,7.5,4,0,6/5/2023,3,5/6/2023
5.8,161.11,36,Tân Bình,7,5,0,3,3.5,1,3/2/2023,3,2/3/2023
5.4,128.57,42,Gò Vấp,1,3,0,3,3,1,15/11/2023,3,11/15/2023
5.8,85.29,68,Thủ Đức,Linh Trung,7,0,5.5,2,1,30/05/2023,7,5/30/2023
6.5,95.59,68,Bình Tân,Bình Trị Đông,4,1,12,2,0,22/09/2023,3,9/22/2023
8.1,90,90,Gò Vấp,6,4,0,5,4.5,1,27/07/2023,4,7/27/2023
10.4,144.44,72,Gò Vấp,11,4,0,4,4,1,16/06/2023,4,6/16/2023
11.5,47.52,242,Thủ Đức,Linh Trung,4,0,5.56,2,1,26/10/2023,3,10/26/2023
6.4,128,50,Bình Thạnh,11,4,0,5,4,1,13/08/2023,4,8/13/2023
11.3,121.51,93,Gò Vấp,4,5,1,6.25,4,0,28/03/2023,5,3/28/2023
7.9,151.92,52,Gò Vấp,14,3,1,4.5,3,0,7/8/2023,3,8/7/2023
3.5,60.34,58,Quận 11,3,2,0,4.13,2,1,3/10/2023,2,10/3/2023
7.6,168.89,45,Quận 11,9,3,0,3.5,4,1,24/07/2023,4,7/24/2023
19.9,165.83,120,Quận 11,15,3,0,6,7,1,7/2/2023,4,2/7/2023
5.5,56.12,98,Tân Bình,4,3,0,4,1,1,10/4/2023,3,4/10/2023
13.5,135,100,Quận 9,Phú Hữu,4,0,5,3,1,22/01/2023,5,1/22/2023
31,62,500,Quận 9,Phú Hữu,3,1,16,3,0,27/09/2023,4,9/27/2023
15,89.29,168,Bình Tân,Bình Trị Đông,4,0,8,2,1,26/12/2023,3,12/26/2023
10.2,94.44,108,Bình Tân,Bình Trị Đông,4,0,4,1,1,30/10/2023,3,10/30/2023
4.5,83.33,54,Bình Tân,Bình Trị Đông,4,0,4,1,1,24/02/2023,3,2/24/2023
4.85,93.27,52,Bình Tân,Bình Trị Đông,4,0,4,3,1,6/7/2023,3,7/6/2023
9.2,139.39,66,Quận 10,2,4,0,5.5,1,1,4/11/2023,4,11/4/2023
6.3,92.65,68,Bình Tân,Bình Trị Đông,4,0,4,3,1,25/06/2023,3,6/25/2023
5.5,91.67,60,Bình Tân,Bình Trị Đông,4,0,5,4.5,1,12/12/2023,3,12/12/2023
4.8,48,100,Quận 12,Tân Hưng Thuận,3,0,5,2,1,7/5/2023,4,5/7/2023
3.6,36,100,Quận 12,Tân Chánh Hiệp,2,1,4,1,0,26/06/2023,2,6/26/2023
3.28,91.11,36,Gò Vấp,3,3,0,4,3,1,20/02/2023,2,2/20/2023
3.88,102.11,38,Gò Vấp,3,2,0,4.2,2,1,29/04/2023,2,4/29/2023
8.6,107.5,80,Thủ Đức,Linh Tây,4,1,4,3.5,0,2/9/2023,4,9/2/2023
7.5,53.19,141,Bình Tân,Bình Trị Đông,4,0,6,2,1,2/11/2023,3,11/2/2023
3.98,113.71,35,Gò Vấp,16,4,0,3.4,3,1,10/1/2023,3,1/10/2023
7.2,102.86,70,Bình Tân,Bình Trị Đông,4,0,4,3,1,30/08/2023,3,8/30/2023
3.6,94.74,38,Bình Tân,Bình Trị Đông,4,0,4,1,1,5/8/2023,3,8/5/2023
8,88.89,90,Gò Vấp,14,3,0,5,3,1,6/5/2023,3,5/6/2023
4.5,90,50,Gò Vấp,1,4,0,4.5,3,1,31/01/2023,3,1/31/2023
5.3,100,53,Quận 9,Long Trường,4,0,4.3,3,1,29/10/2023,3,10/29/2023
16,285.71,56,Quận 11,15,3,1,4,3,0,25/06/2023,4,6/25/2023
9.9,137.5,72,Quận 10,2,4,0,5.2,2,1,7/11/2023,4,11/7/2023
12,50,240,Quận 11,15,3,0,11,1,1,6/10/2023,4,10/6/2023
13.5,214.29,63,Quận 10,2,4,1,4.5,3,0,23/03/2023,4,3/23/2023
26.5,230.43,115,Quận 10,2,4,1,5,3,0,5/5/2023,4,5/5/2023
13.5,241.07,56,Quận 11,1,3,0,4,6,1,9/8/2023,4,8/9/2023
6.2,68.13,91,Quận 11,15,3,0,7,2,1,13/02/2023,4,2/13/2023
5,125,40,Bình Thạnh,11,3,0,3,3,1,4/6/2023,3,6/4/2023
15.5,68.89,225,Quận 12,Hiệp Thành,2,1,8,1,0,5/9/2023,2,9/5/2023
7.9,94.05,84,Gò Vấp,1,4,0,5.3,3.5,1,26/07/2023,5,7/26/2023
8.5,170,50,Gò Vấp,4,5,0,5,4,1,22/11/2023,3,11/22/2023
4.9,87.5,56,Gò Vấp,8,2,0,4,2,1,2/4/2023,2,4/2/2023
6.8,85,80,Quận 12,Đông Hưng Thuận,5,0,4.2,4,1,5/8/2023,6,8/5/2023
6,85.71,70,Quận 12,Đông Hưng Thuận,3,1,4,2,0,14/07/2023,3,7/14/2023
2,34.19,58.5,Hóc Môn,Xuân Thới Thượng,2,1,4.5,1,0,12/4/2023,1,4/12/2023
13.9,190.41,73,Gò Vấp,9,4,0,6,4,1,7/7/2023,6,7/7/2023
5.8,90.62,64,Bình Tân,Bình Trị Đông,4,0,4,3,1,4/8/2023,3,8/4/2023
6.85,114.17,60,Bình Tân,Bình Trị Đông,3,1,4,4.5,0,26/01/2023,3,1/26/2023
5.2,86.67,60,Gò Vấp,4,2,0,5,1,1,27/11/2023,1,11/27/2023
7.5,7.5,1000,Nhà Bè,Nhơn Đức,1,1,19.5,1,0,12/5/2023,3,5/12/2023
7.3,121.67,60,Bình Thạnh,12,2,0,4,3.5,1,29/05/2023,2,5/29/2023
14,40,350,Quận 12,Tân Thới Nhất,36,0,10,3,1,20/01/2023,37,1/20/2023
4.8,68.57,70,Gò Vấp,7,3,0,5,1,1,13/01/2023,3,1/13/2023
4,97.56,41,Tân Phú,Hòa Thạnh,3,0,4,2,1,13/08/2023,3,8/13/2023
7.8,121.88,64,Quận 9,Phước Long B,3,1,4,3.5,0,23/01/2023,3,1/23/2023
6.5,108.33,60,Bình Thạnh,26,2,0,4,2,1,14/06/2023,3,6/14/2023
8.6,86,100,Gò Vấp,1,2,1,4.2,6,0,20/10/2023,1,10/20/2023
11.9,99.17,120,Gò Vấp,14,3,0,7,2,1,8/6/2023,3,6/8/2023
6,100,60,Gò Vấp,6,2,0,4.5,1,1,6/4/2023,2,4/6/2023
17.5,230.26,76,Quận 11,5,8,1,3.95,4,0,7/11/2023,8,11/7/2023
14,109.38,128,Gò Vấp,6,3,1,8,3.5,0,24/07/2023,3,7/24/2023
5.3,98.15,54,Gò Vấp,5,2,0,2,1,1,24/08/2023,2,8/24/2023
16.5,284.48,58,Thủ Đức,Linh Đông,4,1,4,3.5,0,12/12/2023,4,12/12/2023
21,82.35,255,Phú Nhuận,11,6,1,4.5,4,0,15/04/2023,5,4/15/2023
4.25,132.81,32,Gò Vấp,14,3,0,4,3,1,11/6/2023,3,6/11/2023
8.6,143.33,60,Tân Bình,2,4,0,5,4,1,28/08/2023,3,8/28/2023
7.2,171.43,42,Gò Vấp,11,5,0,4,4,1,8/2/2023,4,2/8/2023
3.2,80,40,Bình Tân,Bình Trị Đông,4,0,4,2,1,25/12/2023,3,12/25/2023
19,237.5,80,Bình Tân,Bình Trị Đông,4,0,16,4.5,1,12/8/2023,3,8/12/2023
6.1,127.08,48,Bình Tân,Bình Trị Đông,4,0,4,5,1,14/12/2023,3,12/14/2023
6.2,56.36,110,Quận 12,Tân Hưng Thuận,3,0,4.5,3,1,12/4/2023,4,4/12/2023
5.8,175.76,33,Quận 10,2,3,0,5,3.5,1,24/08/2023,4,8/24/2023
5.7,118.75,48,Gò Vấp,10,4,0,4,4,1,22/09/2023,3,9/22/2023
15.5,163.16,95,Gò Vấp,5,4,0,5,4.5,1,5/12/2023,7,12/5/2023
18.8,110.59,170,Quận 12,Tân Thới Nhất,28,1,5.8,6,0,28/11/2023,30,11/28/2023
5.5,64.71,85,Quận 9,Phước Long B,4,1,7.5,2.5,0,7/2/2023,4,2/7/2023
3.2,118.52,27,Bình Tân,Bình Trị Đông,4,0,3.2,5,1,12/4/2023,3,4/12/2023
5,90.91,55,Quận 9,Tăng Nhơn Phú B,3,0,4,3.5,1,29/08/2023,3,8/29/2023
4.2,82.35,51,Bình Tân,Bình Trị Đông,4,0,4.05,1,1,15/07/2023,3,7/15/2023
3.9,81.25,48,Bình Tân,Bình Trị Đông,4,0,4,2,1,21/09/2023,3,9/21/2023
5.2,65,80,Quận 12,Trung Mỹ Tây,2,1,4.4,1,0,12/1/2023,1,1/12/2023
7.4,125.42,59,Bình Thạnh,5,3,0,4.2,3,1,27/06/2023,2,6/27/2023
6.2,86.11,72,Gò Vấp,6,4,0,4,4,1,3/10/2023,3,10/3/2023
9.8,153.12,64,Bình Tân,Bình Trị Đông,4,0,4,2,1,17/06/2023,3,6/17/2023
7,125,56,Bình Tân,Bình Trị Đông,4,0,4,5,1,18/04/2023,4,4/18/2023
5.28,150.86,35,Quận 10,2,2,0,3.5,2,1,7/1/2023,2,1/7/2023
3.7,82.22,45,Bình Tân,Bình Trị Đông,2,0,6.5,2,1,29/09/2023,1,9/29/2023
3.15,90,35,Quận 10,2,2,0,3.15,3,1,14/03/2023,2,3/14/2023
12.3,123,100,Tân Bình,4,5,0,4,4,1,18/11/2023,5,11/18/2023
5.8,181.25,32,Tân Bình,7,5,0,4,3.5,1,24/09/2023,3,9/24/2023
3.4,136,25,Bình Thạnh,22,2,0,3,2,1,21/10/2023,2,10/21/2023
9,100,90,Quận 12,Tân Hưng Thuận,5,1,4.5,4,0,22/10/2023,5,10/22/2023
3.8,111.76,34,Gò Vấp,8,2,0,4,2,1,23/12/2023,2,12/23/2023
7.6,79.17,96,Gò Vấp,4,2,0,4,1,1,3/2/2023,1,2/3/2023
19,180.95,105,Bình Thạnh,7,2,0,8,2,1,5/3/2023,2,3/5/2023
7.4,92.5,80,Thủ Đức,Hiệp Bình Chánh,4,0,4,4,1,16/06/2023,3,6/16/2023
16,74.42,215,Thủ Đức,Linh Đông,4,1,7.7,3.5,0,19/07/2023,5,7/19/2023
2.98,93.12,32,Bình Tân,Bình Trị Đông,4,0,4,2,1,24/04/2023,3,4/24/2023
4.5,93.75,48,Bình Tân,Bình Trị Đông,4,0,24,1,1,11/11/2023,3,11/11/2023
15,178.57,84,Bình Tân,Bình Trị Đông,4,0,10,1,1,6/8/2023,3,8/6/2023
7.3,135.19,54,Bình Tân,Bình Trị Đông,4,1,12,2.5,0,23/11/2023,3,11/23/2023
4.2,105,40,Bình Tân,Bình Trị Đông,4,0,4,2,1,5/6/2023,3,6/5/2023
3.9,84.78,46,Bình Tân,Bình Trị Đông,4,0,4,1,1,15/10/2023,3,10/15/2023
6.1,96.83,63,Gò Vấp,3,3,0,4.2,4,1,19/03/2023,3,3/19/2023
2.2,183.33,12,Tân Bình,10,2,1,3,2.5,0,20/04/2023,2,4/20/2023
3.99,66.5,60,Gò Vấp,3,3,0,4,1,1,28/06/2023,2,6/28/2023
4.9,40.83,120,Quận 12,Tân Hưng Thuận,10,1,6.5,1,0,13/05/2023,10,5/13/2023
2.85,118.75,24,Gò Vấp,9,2,0,4,2,1,27/01/2023,2,1/27/2023
3.7,112.12,33,Gò Vấp,3,2,0,3,2,1,10/9/2023,2,9/10/2023
4.95,103.12,48,Quận 7,Tân Thuận Tây,4,0,5.4,4,1,26/04/2023,4,4/26/2023
8,100,80,Gò Vấp,5,4,0,3,3.5,1,17/04/2023,4,4/17/2023
11.95,99.58,120,Gò Vấp,16,6,0,6,4.5,1,30/11/2023,5,11/30/2023
7.7,137.5,56,Gò Vấp,3,4,0,4,4.5,1,2/5/2023,3,5/2/2023
8.7,145,60,Bình Thạnh,1,5,0,4,4,1,16/06/2023,4,6/16/2023
10.2,127.5,80,Quận 2,Bình Trưng Đông,3,1,4,3.5,0,30/05/2023,4,5/30/2023
7.6,89.41,85,Gò Vấp,4,3,1,5,2,0,25/11/2023,3,11/25/2023
2.6,100,26,Gò Vấp,10,1,0,2,2,1,10/2/2023,2,2/10/2023
5.8,103.57,56,Gò Vấp,4,5,0,4,2,1,31/10/2023,4,10/31/2023
11.5,159.72,72,Gò Vấp,10,5,0,4,5,1,24/09/2023,6,9/24/2023
8.6,76.11,113,Tân Phú,Phú Trung,2,0,3,1,1,25/08/2023,2,8/25/2023
9.25,142.31,65,Tân Phú,Phú Trung,4,0,5,3.5,1,29/05/2023,5,5/29/2023
6.9,89.61,77,Gò Vấp,1,4,0,4.3,3.5,1,3/4/2023,4,4/3/2023
5.9,78.67,75,Gò Vấp,5,4,0,5,3,1,4/3/2023,5,3/4/2023
4.75,52.78,90,Quận 12,Hiệp Thành,4,0,6,3,1,31/05/2023,5,5/31/2023
9.99,133.2,75,Bình Thạnh,5,6,1,5,4.5,0,13/09/2023,6,9/13/2023
9.8,153.12,64,Gò Vấp,4,5,0,6,4,1,27/04/2023,4,4/27/2023
6.7,78.82,85,Gò Vấp,1,3,0,5,3.5,1,19/07/2023,2,7/19/2023
11.2,116.67,96,Gò Vấp,4,5,0,6,4,1,14/09/2023,4,9/14/2023
2.85,38.51,74,Quận 12,Tân Chánh Hiệp,2,0,5,1,1,5/4/2023,2,4/5/2023
6.9,89.61,77,Gò Vấp,1,3,0,4.3,3.5,1,1/9/2023,3,9/1/2023
10.5,131.25,80,Tân Bình,2,7,0,5,6.5,1,23/04/2023,7,4/23/2023
5.2,86.67,60,Gò Vấp,4,2,1,5,1,0,31/05/2023,1,5/31/2023
9.5,154.72,61.4,Thủ Đức,Linh Trung,4,1,20,3,0,18/10/2023,4,10/18/2023
5.4,150,36,Gò Vấp,3,4,0,4.5,4,1,4/11/2023,4,11/4/2023
9.6,87.27,110,Bình Thạnh,3,4,0,8,4,1,6/6/2023,4,6/6/2023
4.8,92.31,52,Gò Vấp,4,4,0,4,4.5,1,7/7/2023,3,7/7/2023
26.8,134,200,Thủ Đức,Linh Trung,5,1,3,4.5,0,19/12/2023,5,12/19/2023
3.59,64.11,56,Quận 9,Long Trường,3,0,4,3,1,10/6/2023,3,6/10/2023
3.7,205.56,18,Bình Thạnh,7,2,0,3.7,3,1,26/09/2023,2,9/26/2023
7.95,159,50,Gò Vấp,1,4,0,4.1,4,1,8/9/2023,6,9/8/2023
4.5,86.54,52,Bình Tân,Bình Trị Đông,3,0,4,3,1,3/10/2023,3,10/3/2023
4.25,96.59,44,Bình Tân,Bình Trị Đông,4,0,4,3,1,21/05/2023,3,5/21/2023
5.5,152.78,36,Bình Thạnh,6,2,0,2,4,1,25/05/2023,2,5/25/2023
35,157.66,222,Quận 2,Thảo Điền,6,1,6,3.5,0,18/12/2023,5,12/18/2023
6,61.86,97,Bình Tân,Bình Trị Đông,4,0,4.5,1,1,2/3/2023,3,3/2/2023
9.4,127.03,74,Tân Phú,Tân Quý,3,1,4.5,2,0,22/09/2023,2,9/22/2023
10.5,23.33,450,Thủ Đức,Linh Trung,4,0,12,1,1,27/03/2023,3,3/27/2023
3.5,140,25,Phú Nhuận,11,2,0,3.6,1,1,4/7/2023,2,7/4/2023
4.8,66.67,72,Bình Tân,Bình Trị Đông B,4,0,4.1,2,1,15/11/2023,3,11/15/2023
6.5,130,50,Tân Bình,4,4,0,6,4,1,7/1/2023,4,1/7/2023
9.5,131.94,72,Tân Phú,Hòa Thạnh,5,1,10,3.5,0,22/12/2023,4,12/22/2023
7.5,125,60,Gò Vấp,5,5,0,4,4.5,1,3/1/2023,5,1/3/2023
6.8,100,68,Thủ Đức,Trường Thọ,4,0,4.25,3,1,7/10/2023,3,10/7/2023
5.25,75,70,Quận 9,Long Trường,4,0,3,3,1,6/8/2023,4,8/6/2023
13.5,128.94,104.7,Thủ Đức,Hiệp Bình Phước,4,0,4,4,1,12/10/2023,3,10/12/2023
4.2,77.78,54,Bình Tân,Bình Trị Đông,4,0,4,1,1,31/08/2023,3,8/31/2023
8.8,162.96,54,Bình Thạnh,6,4,1,4.2,4,0,11/10/2023,2,10/11/2023
4.95,77.34,64,Quận 9,Phú Hữu,4,1,4,3,0,22/03/2023,4,3/22/2023
6.6,137.5,48,Bình Thạnh,11,4,0,4,4.5,1,2/1/2023,3,1/2/2023
5.85,162.5,36,Bình Thạnh,6,3,0,4.1,3.5,1,16/09/2023,3,9/16/2023
8,100,80,Quận 2,Bình Trưng Đông,3,1,4,3.5,0,10/6/2023,4,6/10/2023
98,122.81,798,Bình Tân,Bình Trị Đông,4,1,14,1,0,28/10/2023,3,10/28/2023
9,80.36,112,Bình Tân,Bình Trị Đông,4,0,8,2.5,1,12/8/2023,3,8/12/2023
6.6,103.12,64,Bình Tân,Bình Trị Đông,4,0,4,4.5,1,22/02/2023,5,2/22/2023
6.8,77.27,88,Bình Tân,Bình Trị Đông,4,0,5,4.5,1,24/02/2023,4,2/24/2023
6.8,85,80,Bình Tân,Bình Trị Đông,4,0,5,1,1,28/06/2023,3,6/28/2023
12.2,244,50,Quận 11,15,3,1,4.5,4,0,7/2/2023,4,2/7/2023
5,92.59,54,Gò Vấp,11,3,0,3.8,2,1,5/9/2023,3,9/5/2023
26.5,196.3,135,Tân Bình,2,4,0,9,3,1,9/7/2023,3,7/9/2023
3.65,96.05,38,Bình Tân,Bình Trị Đông,4,0,4,2,1,9/7/2023,3,7/9/2023
4.3,89.58,48,Bình Tân,Bình Trị Đông,4,0,4,2,1,11/8/2023,3,8/11/2023
5.75,63.89,90,Gò Vấp,5,3,0,8,1,1,27/09/2023,2,9/27/2023
11.9,92.97,128,Bình Tân,Bình Trị Đông,4,1,2,3,0,30/01/2023,3,1/30/2023
5.45,113.54,48,Gò Vấp,10,7,0,4.4,3,1,8/12/2023,8,12/8/2023
6.7,104.69,64,Gò Vấp,3,2,0,4,3.5,1,30/10/2023,2,10/30/2023
2,51.28,39,Quận 10,2,2,1,13,3,0,7/8/2023,1,8/7/2023
3.85,116.67,33,Quận 10,2,2,0,3.8,2,1,7/8/2023,1,8/7/2023
6.5,104,62.5,Thủ Đức,Trường Thọ,4,0,4,2.5,1,20/05/2023,3,5/20/2023
6.5,65,100,Gò Vấp,1,2,0,6,2,1,17/01/2023,2,1/17/2023
6.6,75.86,87,Tân Phú,Phú Thạnh,6,0,5.2,2,1,18/03/2023,3,3/18/2023
3.3,103.12,32,Bình Tân,Bình Trị Đông,3,0,4.2,3,1,2/2/2023,3,2/2/2023
14.6,243.33,60,Phú Nhuận,13,4,0,6,4,1,19/07/2023,5,7/19/2023
4.5,112.5,40,Gò Vấp,4,2,1,4,2,0,7/9/2023,2,9/7/2023
3.9,75,52,Bình Tân,Bình Hưng Hòa,2,0,4,2,1,11/5/2023,2,5/11/2023
2.5,119.05,21,Gò Vấp,8,2,0,3,3,1,4/4/2023,2,4/4/2023
4.5,75,60,Bình Tân,Bình Hưng Hòa,3,0,4,3,1,26/04/2023,2,4/26/2023
6.8,178.95,38,Gò Vấp,7,3,0,3,4.5,1,11/1/2023,4,1/11/2023
4.2,70,60,Gò Vấp,4,4,0,4.3,1,1,6/11/2023,3,11/6/2023
7.3,121.67,60,Bình Thạnh,12,2,0,4,4.5,1,20/12/2023,2,12/20/2023
7.3,91.25,80,Gò Vấp,7,4,0,4,4.5,1,5/7/2023,4,7/5/2023
6.5,130,50,Gò Vấp,14,4,1,4,4,0,16/01/2023,5,1/16/2023
6.2,77.5,80,Gò Vấp,4,3,0,5,3,1,17/06/2023,4,6/17/2023
7.9,101.28,78,Gò Vấp,1,3,0,6,2,1,2/7/2023,3,7/2/2023
4,40,100,Quận 12,Tân Thới Hiệp,2,0,5,1,1,15/08/2023,2,8/15/2023
5.3,75.71,70,Quận 12,Tân Hưng Thuận,2,1,5,2,0,10/1/2023,2,1/10/2023
5.9,84.29,70,Gò Vấp,5,4,0,5,1,1,3/9/2023,5,9/3/2023
14.5,111.54,130,Bình Thạnh,11,12,0,5,5,1,16/10/2023,12,10/16/2023
6.22,98.73,63,Tân Bình,3,3,0,3.3,2,1,17/04/2023,2,4/17/2023
17,193.18,88,Quận 3,14,4,0,4,3,1,14/01/2023,4,1/14/2023
6.6,126.92,52,Bình Thạnh,11,4,0,4,4.5,1,17/09/2023,3,9/17/2023
7.6,89.41,85,Gò Vấp,3,3,0,5,1,1,4/1/2023,3,1/4/2023
7,132.08,53,Bình Thạnh,12,4,1,3.5,2,0,16/11/2023,4,11/16/2023
2.8,87.5,32,Phú Nhuận,11,4,0,3.5,2,1,30/03/2023,4,3/30/2023
7.6,100,76,Gò Vấp,3,3,0,4.5,2,1,26/04/2023,3,4/26/2023
3.5,87.5,40,Bình Tân,Bình Trị Đông,4,0,4,2,1,22/12/2023,3,12/22/2023
5.5,96.49,57,Bình Tân,Bình Trị Đông,4,1,3.2,4.5,0,17/08/2023,3,8/17/2023
4.25,88.54,48,Bình Tân,Bình Trị Đông,4,0,4,2,1,28/05/2023,3,5/28/2023
4.3,89.58,48,Bình Tân,Bình Trị Đông,4,0,4,2,1,3/1/2023,3,1/3/2023
9.5,47.5,200,Hóc Môn,Trung Chánh,1,0,10,1,1,27/01/2023,1,1/27/2023
15,66.67,225,Tân Phú,Phú Thọ Hòa,4,0,15,3,1,20/03/2023,4,3/20/2023
10.5,92.11,114,Bình Thạnh,2,5,0,6,4,1,31/03/2023,5,3/31/2023
7.5,122.95,61,Gò Vấp,9,4,0,4,3,1,29/10/2023,3,10/29/2023
5.19,178.97,29,Tân Bình,10,3,1,8,2,0,5/5/2023,3,5/5/2023
5.65,106.6,53,Tân Phú,Tây Thạnh,3,1,8,3.5,0,4/1/2023,3,1/4/2023
4.8,120,40,Gò Vấp,4,4,0,4,4.5,1,14/04/2023,3,4/14/2023
12,100,120,Bình Thạnh,21,2,0,4,1,1,29/08/2023,2,8/29/2023
49,326.67,150,Quận 10,2,1,1,7,2,0,19/08/2023,1,8/19/2023
9.5,158.33,60,Gò Vấp,3,5,0,4,4.5,1,9/7/2023,5,7/9/2023
4.99,83.17,60,Gò Vấp,4,2,0,4,1,1,26/07/2023,2,7/26/2023
8.5,51.2,166,Quận 12,Tân Thới Nhất,6,1,6,2,0,10/11/2023,6,11/10/2023
9.5,118.75,80,Bình Thạnh,12,4,0,4.2,1,1,3/11/2023,4,11/3/2023
16.5,179.35,92,Tân Bình,6,3,1,4,2,0,5/11/2023,3,11/5/2023
15.3,186.59,82,Tân Bình,6,12,1,4.2,6,0,16/04/2023,12,4/16/2023
12,160,75,Quận 11,14,5,0,4.6,5.5,1,19/06/2023,5,6/19/2023
13.5,281.25,48,Tân Bình,1,4,1,4,4.5,0,27/09/2023,4,9/27/2023
6.6,97.06,68,Bình Thạnh,25,4,0,3.8,2,1,4/11/2023,4,11/4/2023
4.8,114.29,42,Gò Vấp,9,2,0,4,2,1,25/02/2023,3,2/25/2023
5.9,137.21,43,Phú Nhuận,11,4,0,3.6,3,1,29/09/2023,4,9/29/2023
6.12,142.33,43,Gò Vấp,13,3,0,2,3.5,1,9/10/2023,3,10/9/2023
16.5,110,150,Tân Phú,Phú Thạnh,3,1,5.5,1,0,1/1/2023,3,1/1/2023
4.5,100,45,Tân Bình,5,3,0,45,3,1,13/10/2023,2,10/13/2023
5.6,119.15,47,Tân Bình,10,6,0,3.5,3,1,16/03/2023,1,3/16/2023
5.6,119.15,47,Tân Bình,10,6,0,3.5,3,1,25/10/2023,1,10/25/2023
1.3,36.11,36,Quận 7,Tân Hưng,1,0,4,1.5,1,15/08/2023,1,8/15/2023
5.5,134.15,41,Tân Bình,15,5,0,4,3.5,1,27/05/2023,6,5/27/2023
8,131.15,61,Gò Vấp,14,4,0,4,3.5,1,5/5/2023,5,5/5/2023
5.91,98.5,60,Tân Bình,15,3,0,4,2,1,7/11/2023,3,11/7/2023
8,142.86,56,Gò Vấp,7,4,0,4,4,1,28/01/2023,3,1/28/2023
6.15,83.11,74,Tân Bình,13,3,0,3,2,1,13/09/2023,3,9/13/2023
4.2,82.35,51,Quận 9,Tăng Nhơn Phú A,2,0,4,3,1,6/6/2023,2,6/6/2023
4.6,59.74,77,Quận 9,Phước Long B,3,0,1,2,1,28/07/2023,3,7/28/2023
5.5,110,50,Bình Tân,An Lạc A,4,1,7,2,0,22/08/2023,3,8/22/2023
12,150,80,Bình Tân,Bình Trị Đông B,4,1,4,3.5,0,20/12/2023,3,12/20/2023
6.5,130,50,Bình Tân,Bình Trị Đông B,4,1,7,3.5,0,14/10/2023,3,10/14/2023
8.1,122.73,66,Gò Vấp,9,4,0,4,4,1,3/5/2023,5,5/3/2023
5.8,65.91,88,Tân Bình,10,3,0,4,1,1,21/01/2023,3,1/21/2023
10.5,100,105,Bình Thạnh,24,5,0,5.5,3,1,11/3/2023,5,3/11/2023
6.4,103.23,62,Phú Nhuận,11,3,0,5.2,1,1,27/01/2023,3,1/27/2023
4.75,96.94,49,Bình Thạnh,11,2,0,4.5,2.5,1,20/01/2023,1,1/20/2023
8.7,108.75,80,Quận 12,Tân Thới Hiệp,2,1,4,2,0,13/08/2023,2,8/13/2023
39,260,150,Phú Nhuận,3,8,1,5,4,0,26/03/2023,8,3/26/2023
6.3,105,60,Gò Vấp,4,2,1,4,6,0,5/11/2023,2,11/5/2023
3.9,111.43,35,Bình Thạnh,22,4,0,3.5,3,1,19/05/2023,4,5/19/2023
8,153.85,52,Gò Vấp,7,4,0,4,4,1,3/1/2023,3,1/3/2023
4.89,104.04,47,Quận 7,Tân Thuận Tây,4,0,5,3,1,29/03/2023,2,3/29/2023
4.92,104.68,47,Quận 7,Bình Thuận,4,0,4.1,2,1,26/03/2023,2,3/26/2023
7.55,59.92,126,Quận 12,Hiệp Thành,6,1,5,1,0,11/10/2023,6,10/11/2023
5.9,128.26,46,Bình Thạnh,7,4,0,4.5,3,1,30/10/2023,3,10/30/2023
21.5,113.16,190,Gò Vấp,5,8,0,6,4,1,7/9/2023,6,9/7/2023
12.6,132.63,95,Gò Vấp,4,13,0,4.3,6,1,27/02/2023,14,2/27/2023
5.5,98.21,56,Gò Vấp,16,3,0,4,2,1,20/03/2023,2,3/20/2023
6.43,169.21,38,Phú Nhuận,11,5,0,3.2,4.5,1,29/05/2023,5,5/29/2023
7.8,108.33,72,Bình Thạnh,12,4,0,1,2,1,25/02/2023,4,2/25/2023
2.6,104,25,Bình Thạnh,22,4,0,2,2,1,1/2/2023,4,2/1/2023
4.75,96.94,49,Bình Thạnh,11,1,0,4.5,2.5,1,22/06/2023,1,6/22/2023
4.5,80.36,56,Gò Vấp,14,3,0,4,2,1,11/6/2023,2,6/11/2023
5.65,67.26,84,Gò Vấp,14,4,0,4,2,1,10/1/2023,3,1/10/2023
4.7,55.29,85,Thủ Đức,Trường Thọ,4,1,5,1,0,30/09/2023,3,9/30/2023
1.7,43.59,39,Quận 7,Phú Thuận,4,0,3,2,1,13/08/2023,3,8/13/2023
1.75,48.61,36,Tân Bình,9,4,0,3,2.5,1,10/5/2023,4,5/10/2023
5.2,152.94,34,Bình Thạnh,5,2,1,2,2,0,31/05/2023,2,5/31/2023
4.93,100.61,49,Gò Vấp,12,3,0,3.5,2,1,21/02/2023,2,2/21/2023
