Price_Billion,Price_Per_m2,Area_m2,District,Ward,Bedrooms,Is_MatTien,Width_m,Floors,Is Hem,Post Time,Toilets,Post_Time
3.97,152.69,26,Bình Thạnh,12,2,0,5.5,2,1,10/8/2023,2,8/10/2023
3.2,88.89,36,Thủ Đức,Linh Chiểu,4,0,3,3,1,13/02/2023,3,2/13/2023
1.85,44.05,42,Quận 4,13,3,0,3,1,1,18/12/2023,3,12/18/2023
5.65,83.09,68,Tân Bình,13,4,0,4,3,1,20/03/2023,4,3/20/2023
1.55,45.59,34,Quận 12,Tân Chánh Hiệp,3,0,3.4,2,1,17/10/2023,3,10/17/2023
1.79,45.9,39,Quận 11,8,3,0,5,2.5,1,9/3/2023,4,3/9/2023
1.62,32.4,50,Thủ Đức,Linh Chiểu,4,0,4,1,1,13/11/2023,3,11/13/2023
3.6,90,40,Tân Bình,3,2,0,4,2,1,25/09/2023,1,9/25/2023
3.6,90,40,Tân Bình,3,2,0,4,2,1,15/08/2023,1,8/15/2023
8.48,117.78,72,Bình Thạnh,7,4,1,4,4,0,7/2/2023,4,2/7/2023
7.2,116.13,62,Bình Thạnh,7,4,0,4.4,3.5,1,18/10/2023,4,10/18/2023
8,80,100,Quận 7,Phú Thuận,4,0,7,4,1,4/1/2023,3,1/4/2023
5.3,165.62,32,Tân Bình,8,3,0,4.5,3.5,1,25/11/2023,3,11/25/2023
3.15,95.45,33,Quận 7,Tân Thuận Tây,4,0,3.2,2,1,17/07/2023,3,7/17/2023
7.5,122.95,61,Quận 10,2,4,0,4,2,1,26/06/2023,4,6/26/2023
58,707.32,82,Quận 7,Tân Hưng,4,0,4.1,3,1,27/01/2023,3,1/27/2023
3.95,71.82,55,Quận 12,Trung Mỹ Tây,3,0,5,2,1,9/10/2023,2,10/9/2023
7.99,153.65,52,Gò Vấp,7,4,0,4,4.5,1,30/05/2023,3,5/30/2023
6.3,105,60,Gò Vấp,4,2,1,5,6,0,3/1/2023,2,1/3/2023
11,152.78,72,Bình Thạnh,13,4,1,4.2,3,0,22/02/2023,4,2/22/2023
5,100,50,Gò Vấp,1,3,0,3.5,2,1,31/10/2023,3,10/31/2023
4.6,73.02,63,Gò Vấp,16,3,0,7,2,1,14/11/2023,2,11/14/2023
6.4,100,64,Gò Vấp,4,2,1,4,6,0,7/2/2023,2,2/7/2023
4.95,103.12,48,Gò Vấp,16,2,0,4,2,1,5/12/2023,2,12/5/2023
6.5,20.97,310,Hóc Môn,Trung Chánh,2,0,13,1,1,18/05/2023,2,5/18/2023
6.55,142.39,46,Tân Bình,8,5,0,4,3,1,17/01/2023,5,1/17/2023
7.95,159,50,Gò Vấp,14,4,0,4.1,4,1,11/6/2023,6,6/11/2023
7.5,136.36,55,Bình Thạnh,12,5,0,5,7,1,25/11/2023,5,11/25/2023
5.1,91.07,56,Gò Vấp,8,4,0,4,3,1,19/02/2023,3,2/19/2023
4.43,100.68,44,Gò Vấp,1,3,0,4.2,2,1,16/10/2023,2,10/16/2023
5.2,81.25,64,Thủ Đức,Linh Trung,3,0,4,1,1,19/08/2023,3,8/19/2023
4.2,70,60,Thủ Đức,Linh Chiểu,2,0,6,2,1,28/05/2023,2,5/28/2023
6.12,174.86,35,Phú Nhuận,17,2,0,5,2,1,6/4/2023,2,4/6/2023
6.05,126.04,48,Gò Vấp,16,4,0,4,4,1,26/09/2023,3,9/26/2023
6,100,60,Gò Vấp,8,4,0,4,4,1,14/01/2023,4,1/14/2023
5.05,54.3,93,Thủ Đức,Linh Trung,2,0,4.4,1,1,21/03/2023,2,3/21/2023
3.59,112.19,32,Quận 7,Tân Phú,2,0,3.5,2,1,17/01/2023,2,1/17/2023
4.65,46.5,100,Quận 2,Thạnh Mỹ Lợi,4,1,5,3.5,0,10/12/2023,4,12/10/2023
3.1,94.51,32.8,Tân Bình,15,2,0,4,2,1,13/11/2023,2,11/13/2023
4.9,22.27,220,Quận 12,Thạnh Lộc,5,0,12,5.5,1,30/07/2023,6,7/30/2023
3.32,132.8,25,Quận 10,2,5,0,4.5,6,1,29/01/2023,5,1/29/2023
11.5,182.54,63,Bình Thạnh,5,4,0,4.05,4.5,1,3/9/2023,3,9/3/2023
4.7,83.93,56,Bình Tân,Bình Trị Đông,4,1,4.6,3.5,0,2/11/2023,3,11/2/2023
4.9,79.03,62,Bình Tân,Bình Trị Đông,4,0,5,2,1,24/12/2023,3,12/24/2023
13.8,170.37,81,Bình Thạnh,1,9,1,4.3,4,0,28/02/2023,8,2/28/2023
28,107.69,260,Gò Vấp,12,30,0,12,8,1,16/02/2023,30,2/16/2023
6.73,103.54,65,Bình Thạnh,11,2,0,3.5,2.5,1,10/6/2023,3,6/10/2023
4,266.67,15,Phú Nhuận,15,4,0,3.2,4,1,24/12/2023,4,12/24/2023
6.8,121.43,56,Gò Vấp,10,4,0,4,4,1,2/6/2023,3,6/2/2023
7.7,137.5,56,Gò Vấp,5,3,0,4,3.5,1,9/4/2023,3,4/9/2023
46,505.49,91,Quận 12,Đông Hưng Thuận,2,0,4.2,1,1,15/08/2023,2,8/15/2023
8.6,138.71,62,Bình Thạnh,26,4,0,4,5.5,1,10/9/2023,4,9/10/2023
8.4,105,80,Gò Vấp,8,4,0,4,3.5,1,8/1/2023,5,1/8/2023
7.5,136.36,55,Bình Thạnh,12,5,0,5,7,1,15/08/2023,5,8/15/2023
4.6,95.83,48,Gò Vấp,14,2,0,4,2,1,18/03/2023,2,3/18/2023
21,164.06,128,Bình Thạnh,26,8,1,3.7,3,0,5/10/2023,4,10/5/2023
8,200,40,Phú Nhuận,5,5,0,3.5,4.5,1,12/4/2023,6,4/12/2023
6,53.81,111.5,Bình Thạnh,22,4,0,5.3,2,1,23/03/2023,4,3/23/2023
7.2,68.9,104.5,Thủ Đức,Linh Chiểu,4,0,4.2,1,1,9/11/2023,3,11/9/2023
4.4,88,50,Gò Vấp,14,3,0,4,2,1,8/12/2023,2,12/8/2023
0.68,11.33,60,Hóc Môn,Hóc Môn,2,1,5,2,0,8/6/2023,2,6/8/2023
28.5,343.37,83,Quận 11,15,3,1,5.4,7,0,26/06/2023,4,6/26/2023
13,265.31,49,Quận 10,2,4,0,3.5,4,1,20/04/2023,4,4/20/2023
7.8,102.63,76,Gò Vấp,11,5,0,4,5.5,1,6/3/2023,6,3/6/2023
4.9,96.08,51,Quận 9,Phước Long A,2,0,5.7,2,1,22/03/2023,2,3/22/2023
4.35,79.09,55,Gò Vấp,9,3,0,4.5,2,1,21/09/2023,2,9/21/2023
1.75,45.45,38.5,Quận 8,3,4,0,3.5,1,1,25/10/2023,3,10/25/2023
13.5,160.71,84,Gò Vấp,14,5,1,5,5,0,18/06/2023,6,6/18/2023
5.51,87.46,63,Tân Bình,8,4,0,3.5,2,1,7/3/2023,4,3/7/2023
4,74.07,54,Bình Tân,Bình Hưng Hòa,3,0,4.5,3.5,1,14/01/2023,2,1/14/2023
5.3,189.29,28,Quận 10,2,3,0,4,3,1,21/11/2023,3,11/21/2023
5.8,107.41,54,Gò Vấp,13,4,0,4,4,1,26/06/2023,3,6/26/2023
12.45,71.14,175,Bình Thạnh,1,4,0,5,2,1,24/01/2023,4,1/24/2023
12,190.48,63,Quận 10,2,4,0,10,3,1,29/01/2023,4,1/29/2023
6.25,113.64,55,Bình Thạnh,11,4,1,5,3.5,0,4/12/2023,4,12/4/2023
10.5,233.33,45,Quận 11,15,3,0,8,6,1,19/04/2023,4,4/19/2023
7.5,125,60,Bình Thạnh,12,5,0,5,7,1,5/9/2023,5,9/5/2023
3.22,128.8,25,Phú Nhuận,11,3,0,4.2,4,1,4/12/2023,4,12/4/2023
7.1,94.67,75,Bình Thạnh,11,2,0,7.5,5,1,9/6/2023,2,6/9/2023
1.85,38.54,48,Quận 8,7,2,0,4,3,1,5/1/2023,2,1/5/2023
1.65,34.38,48,Quận 8,15,2,1,4,3,0,29/01/2023,2,1/29/2023
4.6,56.1,82,Thủ Đức,Hiệp Bình Phước,4,1,3,1,0,23/04/2023,3,4/23/2023
1.42,31.56,45,Quận 7,Phú Thuận,4,0,3.5,5,1,29/11/2023,3,11/29/2023
15,205.48,73,Quận 3,3,4,0,5.2,3.5,1,11/3/2023,4,3/11/2023
9.5,25.68,370,Thủ Đức,Linh Xuân,4,0,10,1,1,19/05/2023,3,5/19/2023
1.98,44,45,Quận 3,14,4,0,5,1.5,1,1/10/2023,4,10/1/2023
1.9,45.24,42,Tân Phú,Tân Thới Hòa,3,0,3.5,2,1,2/2/2023,3,2/2/2023
1.56,37.14,42,Quận 7,Tân Thuận Đông,4,0,3.5,2,1,25/11/2023,2,11/25/2023
1.65,47.14,35,Quận 12,Tân Thới Nhất,3,0,3.5,2,1,16/02/2023,3,2/16/2023
7.5,156.25,48,Bình Thạnh,12,5,0,4.8,4,1,31/03/2023,5,3/31/2023
5.5,134.8,40.8,Quận 5,3,5,0,3.4,2,1,25/03/2023,5,3/25/2023
1.65,47.14,35,Tân Phú,Tân Thành,3,0,2,1,1,7/9/2023,2,9/7/2023
4.5,115.38,39,Quận 3,5,4,0,3,2,1,11/9/2023,4,9/11/2023
1.75,35,50,Gò Vấp,1,4,0,4,2.5,1,10/10/2023,3,10/10/2023
1.85,41.11,45,Quận 8,16,4,0,5,1,1,2/4/2023,3,4/2/2023
3.2,80.81,39.6,Phú Nhuận,5,4,0,3.6,2,1,2/5/2023,4,5/2/2023
1.6,33.33,48,Gò Vấp,17,4,0,4,2,1,9/2/2023,2,2/9/2023
1.66,26.77,62,Thủ Đức,Hiệp Bình Chánh,2,0,4,2,1,8/12/2023,2,12/8/2023
1.7,44.16,38.5,Quận 7,Tân Hưng,4,0,3.5,1,1,29/06/2023,3,6/29/2023
6.75,50,135,Tân Bình,3,3,0,4.5,3,1,24/05/2023,4,5/24/2023
10.5,140,75,Bình Thạnh,13,4,0,5,4.5,1,8/9/2023,8,9/8/2023
3.5,53.85,65,Gò Vấp,11,4,0,4.5,4,1,7/1/2023,3,1/7/2023
15.5,51.5,301,Thủ Đức,Linh Xuân,6,1,12,5,0,25/09/2023,7,9/25/2023
9,112.5,80,Gò Vấp,11,5,0,4.2,4.5,1,7/11/2023,6,11/7/2023
0.5,33.33,15,Bình Thạnh,26,4,0,3,2,1,7/8/2023,4,8/7/2023
21.5,275.64,78,Quận 11,15,3,1,4,5,0,2/12/2023,4,12/2/2023
8.8,146.67,60,Quận 11,15,3,1,4,3,0,15/08/2023,4,8/15/2023
6.5,74.71,87,Quận 11,15,3,0,5,2,1,5/4/2023,4,4/5/2023
10.5,233.33,45,Quận 11,15,3,0,8,6,1,12/8/2023,4,8/12/2023
13.6,179.89,75.6,Tân Bình,15,4,1,4.2,5,0,13/06/2023,4,6/13/2023
6.9,191.67,36,Quận 1,Bến Thành,5,0,3.2,4,1,28/03/2023,5,3/28/2023
22.5,277.78,81,Quận 1,Đa Kao,6,0,4,2,1,4/10/2023,4,10/4/2023
7.15,188.16,38,Phú Nhuận,11,5,0,3,4.5,1,27/02/2023,4,2/27/2023
5.45,147.3,37,Bình Thạnh,3,3,0,5,2.5,1,13/08/2023,4,8/13/2023
1.7,42.5,40,Quận 9,Tăng Nhơn Phú A,3,0,4,2,1,13/07/2023,3,7/13/2023
6.7,139.58,48,Bình Thạnh,3,4,0,4,13,1,24/12/2023,3,12/24/2023
12.6,132.63,95,Gò Vấp,4,13,0,4.3,6,1,12/9/2023,14,9/12/2023
0.65,11.82,55,Hóc Môn,Hóc Môn,2,0,4.2,3.5,1,20/03/2023,2,3/20/2023
2.97,66,45,Bình Thạnh,11,3,0,4.4,4.5,1,8/3/2023,3,3/8/2023
7,233.33,30,Bình Thạnh,7,9,0,7,2,1,22/03/2023,8,3/22/2023
7.5,97.4,77,Gò Vấp,14,3,0,4.5,3,1,23/02/2023,3,2/23/2023
6.15,102.5,60,Bình Thạnh,11,4,0,5,4,1,6/12/2023,4,12/6/2023
2.1,50,42,Bình Thạnh,26,4,0,3.5,2,1,13/08/2023,4,8/13/2023
22,343.75,64,Quận 10,2,4,0,10,3,1,8/5/2023,4,5/8/2023
22.5,321.43,70,Quận 11,15,3,1,6,3,0,10/10/2023,4,10/10/2023
1.77,44.7,39.6,Tân Bình,12,4,0,3.3,1,1,22/11/2023,4,11/22/2023
11.5,171.64,67,Quận 11,15,3,1,4,2,0,4/1/2023,4,1/4/2023
12.5,113.64,110,Quận 11,4,3,0,5,6,1,18/11/2023,4,11/18/2023
1.8,85.71,21,Gò Vấp,4,2,0,3,2,1,5/11/2023,1,11/5/2023
16.8,96,175,Bình Thạnh,5,4,1,5,1,0,12/11/2023,4,11/12/2023
8.5,101.19,84,Gò Vấp,8,4,0,4,4,1,7/5/2023,4,5/7/2023
6,75,80,Tân Phú,Sơn Kỳ,2,0,12,1,1,16/07/2023,2,7/16/2023
1.55,32.29,48,Quận 8,7,2,0,4,2,1,24/01/2023,2,1/24/2023
1.95,40.62,48,Quận 8,7,2,0,4,2,1,4/7/2023,2,7/4/2023
1.55,32.29,48,Quận 8,15,2,1,4,2,0,10/1/2023,2,1/10/2023
1.45,30.21,48,Quận 8,15,2,0,4,2,1,25/11/2023,2,11/25/2023
1.8,39.56,45.5,Gò Vấp,12,4,0,3.5,2,1,5/10/2023,3,10/5/2023
1.75,45.45,38.5,Quận 12,Hiệp Thành,3,0,3.5,2,1,9/6/2023,3,6/9/2023
6.8,85,80,Bình Thạnh,11,4,1,5,3.5,0,2/6/2023,4,6/2/2023
9.5,158.33,60,Quận 5,2,4,0,4.5,3,1,9/7/2023,5,7/9/2023
10.2,185.45,55,Quận 3,14,4,0,6,3.5,1,27/05/2023,4,5/27/2023
8.8,78.57,112,Bình Thạnh,3,5,0,5.9,5.5,1,19/10/2023,5,10/19/2023
6.9,132.69,52,Gò Vấp,7,4,0,4,4,1,28/06/2023,3,6/28/2023
1.55,32.29,48,Quận 8,16,2,0,4,2,1,6/10/2023,2,10/6/2023
1.95,40.62,48,Quận 8,16,2,0,4,2,1,17/07/2023,2,7/17/2023
1.65,34.38,48,Quận 8,15,2,0,4,2,1,1/6/2023,2,6/1/2023
1.55,32.29,48,Quận 8,15,2,0,4,2,1,23/02/2023,2,2/23/2023
5.6,127.27,44,Bình Thạnh,5,3,0,4,3,1,1/3/2023,3,3/1/2023
6.6,137.5,48,Bình Thạnh,11,4,0,4,3,1,24/04/2023,3,4/24/2023
11,171.88,64,Quận 10,2,4,1,4,4,0,9/8/2023,4,8/9/2023
10.3,198.08,52,Quận 1,Phạm Ngũ Lão,3,0,3.8,2,1,23/01/2023,3,1/23/2023
5.5,80.88,68,Gò Vấp,12,5,1,4,3,0,17/05/2023,5,5/17/2023
6,127.66,47,Bình Thạnh,7,4,0,5,4,1,5/9/2023,4,9/5/2023
6.2,93.94,66,Phú Nhuận,13,3,0,4,1.5,1,24/07/2023,3,7/24/2023
3.7,38.95,95,Bình Tân,Bình Trị Đông,4,0,6.5,2,1,5/8/2023,3,8/5/2023
11.9,167.61,71,Bình Thạnh,5,4,0,5,4.5,1,9/4/2023,4,4/9/2023
8.8,103.9,84.7,Thủ Đức,Linh Trung,4,0,8.37,3,1,14/08/2023,3,8/14/2023
1.75,36.46,48,Quận 8,14,2,0,4,2,1,4/5/2023,2,5/4/2023
1.75,43.75,40,Quận 3,14,4,0,5,2,1,22/09/2023,4,9/22/2023
1.85,38.54,48,Quận 8,14,2,0,4,2,1,26/07/2023,2,7/26/2023
1.95,40.62,48,Quận 8,14,2,0,4,2,1,19/07/2023,2,7/19/2023
1.95,40.62,48,Quận 8,16,2,1,4,2,0,14/10/2023,2,10/14/2023
1.75,38.04,46,Quận 4,18,3,0,4,3,1,19/08/2023,3,8/19/2023
1.69,34.74,48.65,Quận 7,Tân Hưng,2,0,3.5,2,1,29/12/2023,3,12/29/2023
1.57,32.71,48,Quận 8,4,4,0,4,2,1,22/04/2023,3,4/22/2023
7.9,92.94,85,Tân Bình,10,4,0,5,3.5,1,26/06/2023,4,6/26/2023
9.5,50,190,Hóc Môn,Đông Thạnh,3,1,8,1,0,16/11/2023,2,11/16/2023
9.2,214.45,42.9,Quận 10,2,4,0,3.3,4,1,17/01/2023,4,1/17/2023
7.1,136.54,52,Gò Vấp,7,4,0,4,4,1,31/01/2023,2,1/31/2023
2.4,109.09,22,Phú Nhuận,5,3,0,6,3.5,1,25/04/2023,3,4/25/2023
16.5,217.11,76,Quận 11,15,3,0,6,4,1,17/09/2023,4,9/17/2023
7.5,93.75,80,Gò Vấp,1,5,0,4,5,1,6/3/2023,6,3/6/2023
8.8,139.68,63,Quận 11,15,3,0,4,4,1,4/4/2023,4,4/4/2023
22.5,255.68,88,Bình Thạnh,26,4,0,7,7,1,5/2/2023,4,2/5/2023
14,250,56,Quận 11,1,3,0,4,5,1,9/10/2023,4,10/9/2023
1.8,40.18,44.8,Quận 7,Phú Mỹ,4,0,3.2,2.5,1,5/12/2023,3,12/5/2023
1.7,44.16,38.5,Quận 8,15,4,0,3.5,1,1,19/08/2023,3,8/19/2023
12.5,56.82,220,Gò Vấp,5,4,0,8,1,1,23/10/2023,3,10/23/2023
465,9687.5,48,Bình Thạnh,7,2,0,4,2,1,19/10/2023,1,10/19/2023
10.8,158.82,68,Gò Vấp,16,4,1,4,3,0,30/07/2023,3,7/30/2023
6.6,137.5,48,Bình Thạnh,11,4,0,4,3,1,9/2/2023,3,2/9/2023
2.79,146.84,19,Bình Thạnh,5,2,0,5,2,1,10/3/2023,2,3/10/2023
10,151.52,66,Bình Thạnh,25,4,0,4,3,1,24/06/2023,4,6/24/2023
19,155.74,122,Bình Thạnh,25,4,0,4.6,2,1,25/05/2023,4,5/25/2023
5,25,200,Quận 12,Thạnh Xuân,4,0,12,4,1,24/04/2023,5,4/24/2023
5.9,98.33,60,Quận 7,Phú Thuận,4,0,5,3,1,13/04/2023,3,4/13/2023
2.35,48.96,48,Phú Nhuận,11,2,1,4,3,0,22/05/2023,2,5/22/2023
14,142.86,98,Quận 10,2,4,0,2,3.5,1,4/3/2023,4,3/4/2023
2.25,140.62,16,Gò Vấp,12,2,0,3.3,2.5,1,6/1/2023,2,1/6/2023
4.05,67.5,60,Quận 12,Hiệp Thành,3,0,4,2,1,6/9/2023,3,9/6/2023
7.1,126.79,56,Gò Vấp,13,4,0,4,3.5,1,21/01/2023,5,1/21/2023
6.5,162.5,40,Gò Vấp,10,4,0,4,3,1,12/4/2023,4,4/12/2023
6.15,76.88,80,Thủ Đức,Trường Thọ,4,0,5.4,3,1,22/01/2023,4,1/22/2023
5,62.5,80,Quận 9,Long Trường,5,0,8,3,1,19/07/2023,5,7/19/2023
5.8,75.32,77,Quận 9,Phước Long A,3,0,6,2,1,31/01/2023,3,1/31/2023
4.2,58.33,72,Quận 9,Tăng Nhơn Phú B,3,0,5,2,1,23/10/2023,3,10/23/2023
2.25,112.5,20,Gò Vấp,11,2,0,3,2,1,23/12/2023,2,12/23/2023
3.45,73.4,47,Quận 9,Phước Long B,2,0,4.5,1,1,21/07/2023,2,7/21/2023
1.15,12.78,90,Bình Chánh,Tân Quý Tây,3,0,4.5,2,1,18/03/2023,2,3/18/2023
7.1,110.94,64,Bình Thạnh,3,4,0,5.5,1,1,29/01/2023,4,1/29/2023
4.24,94.22,45,Bình Thạnh,5,4,0,4,4,1,17/12/2023,5,12/17/2023
5.9,107.27,55,Quận 9,Tăng Nhơn Phú A,3,1,5,2,0,4/5/2023,3,5/4/2023
7,75.27,93,Quận 9,Tăng Nhơn Phú B,3,1,8.5,2.5,0,27/07/2023,3,7/27/2023
14.6,256.14,57,Quận 10,2,4,1,5.6,4,0,21/04/2023,4,4/21/2023
10.9,201.85,54,Quận 10,2,4,0,4.2,6,1,15/05/2023,4,5/15/2023
10.8,229.79,47,Quận 10,2,4,0,3.3,5,1,23/06/2023,4,6/23/2023
25,387.6,64.5,Quận 11,15,3,1,4.3,5,0,13/09/2023,4,9/13/2023
9,130.81,68.8,Quận 10,2,4,0,4,3,1,20/08/2023,4,8/20/2023
1.75,36.46,48,Quận 8,15,2,0,4,2,1,13/02/2023,2,2/13/2023
1.85,38.54,48,Quận 8,14,2,0,4,2,1,23/01/2023,2,1/23/2023
1.95,40.62,48,Quận 8,14,2,0,4,2,1,16/08/2023,2,8/16/2023
1.95,40.62,48,Quận 8,15,2,0,4,2,1,8/8/2023,2,8/8/2023
1.8,46.75,38.5,Quận 5,7,5,0,3.5,3,1,8/11/2023,5,11/8/2023
1.6,44.44,36,Quận 8,2,4,0,3.6,3,1,1/12/2023,3,12/1/2023
5.9,173.53,34,Bình Thạnh,7,2,0,3.5,2,1,22/02/2023,2,2/22/2023
9.5,179.25,53,Gò Vấp,3,4,0,5,3.5,1,22/02/2023,4,2/22/2023
3.9,81.25,48,Thủ Đức,Linh Chiểu,2,0,4.4,2,1,3/12/2023,2,12/3/2023
5.2,44.07,118,Thủ Đức,Trường Thọ,4,0,5,1,1,2/2/2023,3,2/2/2023
7.3,162.22,45,Gò Vấp,8,4,0,4,4,1,14/05/2023,4,5/14/2023
8.8,157.14,56,Gò Vấp,4,4,1,4,3,0,23/10/2023,3,10/23/2023
1.95,40.62,48,Quận 8,14,2,0,4,2,1,30/12/2023,2,12/30/2023
1.85,38.54,48,Quận 8,14,2,0,4,2,1,4/2/2023,2,2/4/2023
3.65,62.93,58,Thủ Đức,Bình Thọ,5,0,5,3,1,3/7/2023,3,7/3/2023
5.2,43.7,119,Thủ Đức,Trường Thọ,4,0,5,1,1,12/8/2023,2,8/12/2023
6.7,139.58,48,Bình Thạnh,3,4,1,4,13,0,24/10/2023,3,10/24/2023
6.3,131.25,48,Bình Thạnh,1,3,0,4,3,1,1/10/2023,3,10/1/2023
4.2,84,50,Gò Vấp,5,2,0,4,1.5,1,17/09/2023,1,9/17/2023
4.65,60.39,77,Quận 9,Phước Long B,2,0,5,2,1,31/07/2023,2,7/31/2023
2.15,44.79,48,Quận 8,15,2,0,4,3,1,14/07/2023,2,7/14/2023
1.72,43,40,Quận 6,11,4,0,4,1,1,14/07/2023,3,7/14/2023
1.7,44.16,38.5,Quận 4,14,3,0,3.5,2,1,14/05/2023,3,5/14/2023
1.65,50,33,Tân Bình,15,4,0,3,2,1,4/7/2023,4,7/4/2023
1.75,43.75,40,Quận 8,3,4,0,4,1,1,19/12/2023,3,12/19/2023
1.95,40.62,48,Quận 8,14,2,0,4,2,1,14/02/2023,2,2/14/2023
2.15,44.79,48,Quận 8,15,2,1,4,2,0,20/06/2023,2,6/20/2023
10.2,182.14,56,Bình Thạnh,11,4,0,4,3.5,1,23/08/2023,4,8/23/2023
6,200,30,Quận 10,2,4,1,5,3,0,27/10/2023,4,10/27/2023
2.64,55,48,Bình Tân,Bình Trị Đông A,2,0,3,1.5,1,12/7/2023,2,7/12/2023
3.85,64.17,60,Quận 9,Phú Hữu,3,1,4.5,3,0,5/5/2023,3,5/5/2023
8,102.56,78,Bình Thạnh,7,4,0,5,3.5,1,24/04/2023,4,4/24/2023
4.95,85.34,58,Gò Vấp,5,1,1,4.5,1,0,17/08/2023,1,8/17/2023
5,80.65,62,Quận 3,12,2,0,3,2.5,1,24/04/2023,2,4/24/2023
2.25,140.62,16,Gò Vấp,12,2,0,3.5,2.5,1,9/8/2023,2,8/9/2023
5.2,43.7,119,Thủ Đức,Trường Thọ,4,0,5,1,1,30/09/2023,3,9/30/2023
3.65,62.93,58,Thủ Đức,Bình Thọ,5,0,5,3,1,22/04/2023,3,4/22/2023
9.2,108.24,85,Bình Thạnh,25,4,1,4.1,4,0,17/06/2022,4,6/17/2022
4.45,83.96,53,Quận 9,Long Trường,3,0,4,3,1,13/06/2022,4,6/13/2022
3.39,51.36,66,Quận 9,Hiệp Phú,3,1,5.5,2,0,24/08/2022,3,8/24/2022
6.2,131.91,47,Bình Thạnh,7,4,0,4.2,4,1,29/06/2022,5,6/29/2022
7.6,120.63,63,Gò Vấp,14,4,0,4,3.5,1,4/8/2022,5,8/4/2022
1.55,44.03,35.2,Quận 4,1,3,0,3.2,1,1,7/9/2022,3,9/7/2022
1.85,56.06,33,Tân Bình,9,4,0,3,2.5,1,23/08/2022,4,8/23/2022
1.6,48.48,33,Tân Phú,Phú Thọ Hòa,3,0,3,2,1,3/2/2022,3,2/3/2022
7.58,120.32,63,Gò Vấp,14,4,0,4,3.5,1,21/04/2022,3,4/21/2022
1.65,45.83,36,Quận 8,16,4,0,3,1,1,11/5/2022,3,5/11/2022
1.8,42.86,42,Quận 7,Phú Mỹ,4,0,3.5,2,1,8/12/2023,3,12/8/2023
7.05,82.94,85,Bình Thạnh,3,4,0,5,3,1,31/05/2023,4,5/31/2023
25,71.43,350,Quận 12,Đông Hưng Thuận,2,1,12,2,0,26/03/2023,2,3/26/2023
3.65,70.19,52,Thủ Đức,Bình Thọ,4,0,5,3,1,24/05/2023,2,5/24/2023
1.9,32.76,58,Quận 10,2,3,0,5,3,1,12/4/2023,3,4/12/2023
4.3,186.96,23,Phú Nhuận,2,2,0,30,2.5,1,4/10/2023,3,10/4/2023
6.45,115.18,56,Bình Thạnh,11,4,0,4,3,1,15/06/2023,4,6/15/2023
7.1,110.94,64,Gò Vấp,6,4,0,4,3,1,17/10/2023,2,10/17/2023
4.8,73.85,65,Gò Vấp,7,2,0,5,1.5,1,12/5/2023,1,5/12/2023
12.5,178.57,70,Quận 10,2,4,0,4.2,4,1,25/08/2023,4,8/25/2023
8.8,110,80,Bình Tân,Bình Trị Đông B,4,1,4,3.5,0,11/6/2023,3,6/11/2023
11.8,147.5,80,Bình Tân,Bình Trị Đông B,4,1,4,4,0,6/8/2023,3,8/6/2023
8.7,108.75,80,Gò Vấp,14,12,0,4,5,1,31/08/2023,13,8/31/2023
8,133.33,60,Tân Bình,10,4,0,5.2,4.5,1,10/9/2022,4,9/10/2022
6.9,115,60,Bình Tân,An Lạc,4,0,12,4,1,11/3/2022,3,3/11/2022
1.45,45.31,32,Quận 5,5,5,0,3.2,2,1,28/06/2022,5,6/28/2022
6,88.24,68,Bình Thạnh,21,3,0,4,4.5,1,7/2/2022,3,2/7/2022
1.6,44.44,36,Thủ Đức,Linh Chiểu,4,0,3,2,1,11/11/2022,3,11/11/2022
4.08,127.5,32,Gò Vấp,16,3,0,3.2,3,1,25/04/2022,3,4/25/2022
1.55,40.26,38.5,Quận 12,Tân Chánh Hiệp,3,0,3.5,2,1,24/09/2022,3,9/24/2022
13.8,162.35,85,Thủ Đức,Linh Chiểu,5,0,4,4,1,16/10/2022,6,10/16/2022
7.58,140.37,54,Gò Vấp,14,5,0,3.5,5,1,21/12/2022,7,12/21/2022
14.5,201.39,72,Phú Nhuận,13,5,0,4,3.5,1,16/06/2022,5,6/16/2022
5,108.7,46,Gò Vấp,1,3,1,4,5,0,11/8/2022,3,8/11/2022
37,44.58,830,Thủ Đức,Hiệp Bình Phước,4,1,27.45,2,0,18/03/2022,3,3/18/2022
5.8,82.86,70,Thủ Đức,Trường Thọ,4,1,5,4,0,27/08/2022,4,8/27/2022
9.7,77.6,125,Gò Vấp,14,3,1,4.1,2,0,10/2/2022,3,2/10/2022
3.5,152.17,23,Quận 10,2,4,0,5,1,1,5/4/2022,4,4/5/2022
9.35,103.89,90,Bình Thạnh,15,4,1,6.2,1,0,1/1/2022,4,1/1/2022
8,72.73,110,Thủ Đức,Linh Đông,4,0,5.5,1,1,31/05/2022,3,5/31/2022
1.7,43.59,39,Quận 7,Tân Thuận Tây,4,0,3,1,1,8/7/2022,3,7/8/2022
5.8,207.14,28,Quận 10,2,3,0,6.8,4,1,26/03/2022,4,3/26/2022
4.7,92.16,51,Thủ Đức,Linh Đông,4,0,4,3.5,1,9/10/2022,3,10/9/2022
10,116.28,86,Bình Thạnh,25,4,0,4.5,1,1,25/10/2022,4,10/25/2022
