Price_Billion,Area_m2,District,Ward,Floors,Bedrooms,Toilets,Post_Time
6.25,48,Quận 8,Phường 2,4,4,3,31/12/2025
24,809,Thành phố Thủ Đức,Phường Linh Xuân,1,38,0,31/12/2025
25,193,Thành phố Thủ Đức,Phường Linh Chiểu,4,0,0,31/12/2025
5.5,27,Quận 8,Phường 12,3,2,2,31/12/2025
6.99,40,Quận 8,Phường 3,5,4,3,31/12/2025
8.4,74,Thành phố Thủ Đức,Phường Linh Đông,2,4,5,31/12/2025
8.9,136,Thành phố Thủ Đức,Phường Linh Xuân,3,9,0,31/12/2025
23,288,Thành phố Thủ Đức,Phường Linh Xuân,7,3,0,31/12/2025
64,269,Thành phố Thủ Đức,Phường Hiệp Bình Phước,4,0,0,31/12/2025
9.9,76,Quận 8,Phường 1,4,4,4,31/12/2025
4.68,37,Quận 8,Phường 10,2,5,4,31/12/2025
16,320,Thành phố Thủ Đức,Phường Bình Chiểu,2,0,0,31/12/2025
21.5,480,Thành phố Thủ Đức,Phường Hiệp Bình Phước,1,0,0,31/12/2025
9.5,210,Thành phố Thủ Đức,Phường Linh Xuân,4,3,2,31/12/2025
8.6,125,Thành phố Thủ Đức,Phường Linh Xuân,2,2,0,31/12/2025
6.8,120,Thành phố Thủ Đức,Phường Linh Xuân,2,0,0,31/12/2025
13.9,263,Thành phố Thủ Đức,Phường Bình Chiểu,2,0,0,31/12/2025
20,187,Thành phố Thủ Đức,Phường Linh Xuân,2,0,0,31/12/2025
28,658,Thành phố Thủ Đức,Phường Linh Xuân,1,0,0,31/12/2025
7.25,66,Thành phố Thủ Đức,Phường Linh Đông,4,0,0,31/12/2025
19.5,471,Thành phố Thủ Đức,Phường Linh Xuân,3,11,0,31/12/2025
4.98,41,Quận 8,Phường 4,3,3,2,31/12/2025
7.5,84,Thành phố Thủ Đức,Phường Linh Chiểu,1,0,0,31/12/2025
9.15,66,Quận 8,Phường 4,2,0,0,31/12/2025
4.98,46,Quận 8,Phường 9,3,4,3,31/12/2025
8.7,68,Thành phố Thủ Đức,Phường Linh Đông,4,0,0,31/12/2025
17.2,133,Thành phố Thủ Đức,Phường Hiệp Bình Chánh,3,0,0,31/12/2025
8,142,Thành phố Thủ Đức,Phường Linh Xuân,6,3,0,31/12/2025
12.5,108,Thành phố Thủ Đức,Phường Linh Tây,4,4,4,31/12/2025
599,5.864,Thành phố Thủ Đức,Phường Phú Hữu,2,0,0,31/12/2025
6.4,130,Thành phố Thủ Đức,Phường Linh Xuân,3,0,0,31/12/2025
24,330,Thành phố Thủ Đức,Phường Linh Trung,3,0,0,31/12/2025
192,1.2,Thành phố Thủ Đức,Phường Bình Thọ,1,0,0,31/12/2025
11.5,110,Thành phố Thủ Đức,Phường Tăng Nhơn Phú A,3,0,0,31/12/2025
29,600,Thành phố Thủ Đức,Phường Linh Xuân,4,0,0,31/12/2025
5.55,66,Thành phố Thủ Đức,Phường Linh Xuân,3,3,2,31/12/2025
10.8,210,Thành phố Thủ Đức,Phường Linh Xuân,6,0,0,31/12/2025
8,100,Thành phố Thủ Đức,Phường Linh Xuân,3,4,3,31/12/2025
42,400,Thành phố Thủ Đức,Phường Linh Trung,9,4,4,31/12/2025
16.3,112,Thành phố Thủ Đức,Phường Phước Long B,3,1,0,31/12/2025
10.5,104,Thành phố Thủ Đức,Phường Tăng Nhơn Phú A,1,5,0,31/12/2025
13,186,Thành phố Thủ Đức,Phường Linh Trung,4,0,0,31/12/2025
14.5,150,Thành phố Thủ Đức,Phường Linh Chiểu,5,9,10,31/12/2025
5.3,60,Thành phố Thủ Đức,Phường Linh Xuân,1,4,3,31/12/2025
19.3,224,Thành phố Thủ Đức,Phường Trường Thọ,3,4,0,31/12/2025
22,612,Thành phố Thủ Đức,Phường Linh Trung,2,0,0,31/12/2025
6.5,76,Thành phố Thủ Đức,Phường Linh Xuân,2,4,3,31/12/2025
6.4,44,Quận 8,Phường 3,2,3,3,31/12/2025
15,332,Thành phố Thủ Đức,Phường Bình Chiểu,2,4,3,31/12/2025
7.6,72,Thành phố Thủ Đức,Phường Linh Tây,4,3,3,31/12/2025
14.5,153,Thành phố Thủ Đức,Phường Bình Chiểu,2,1,0,31/12/2025
9.2,90,Thành phố Thủ Đức,Phường Hiệp Phú,1,4,0,31/12/2025
25,190,Thành phố Thủ Đức,Phường Linh Trung,1,13,0,31/12/2025
16,117,Thành phố Thủ Đức,Phường Linh Chiểu,1,3,0,31/12/2025
14.5,162,Thành phố Thủ Đức,Phường Hiệp Phú,1,6,0,31/12/2025
65,494,Thành phố Thủ Đức,Phường Linh Trung,1,4,4,31/12/2025
22,280,Thành phố Thủ Đức,Phường Linh Xuân,3,8,0,31/12/2025
50,1.172,Thành phố Thủ Đức,Phường Linh Xuân,2,14,0,31/12/2025
11.3,130,Thành phố Thủ Đức,Phường Linh Xuân,1,4,0,31/12/2025
31,204,Thành phố Thủ Đức,Phường Hiệp Bình Chánh,2,1,1,31/12/2025
17.8,220,Thành phố Thủ Đức,Phường Phước Long A,1,0,0,31/12/2025
27.9,300,Thành phố Thủ Đức,Phường Hiệp Bình Chánh,6,6,5,31/12/2025
14,180,Thành phố Thủ Đức,Phường Linh Xuân,1,2,0,31/12/2025
6.1,135,Thành phố Thủ Đức,Phường Linh Xuân,4,0,0,31/12/2025
14,123,Thành phố Thủ Đức,Phường Hiệp Bình Phước,3,0,0,31/12/2025
24.99,160,Thành phố Thủ Đức,Phường Hiệp Bình Chánh,1,20,0,31/12/2025
13.5,147,Thành phố Thủ Đức,Phường Linh Xuân,2,0,0,31/12/2025
10.8,245,Thành phố Thủ Đức,Phường Linh Xuân,2,0,0,31/12/2025
25,500,Thành phố Thủ Đức,Phường Linh Xuân,2,0,0,31/12/2025
65,967,Thành phố Thủ Đức,Phường Linh Trung,2,0,0,31/12/2025
4.9,148,Thành phố Thủ Đức,Phường Linh Xuân,4,8,7,31/12/2025
18,126,Thành phố Thủ Đức,Phường Linh Trung,6,20,0,31/12/2025
11.8,120,Thành phố Thủ Đức,Phường Hiệp Bình Chánh,2,0,0,31/12/2025
17,133,Thành phố Thủ Đức,Phường Trường Thọ,2,4,0,31/12/2025
30,273,Thành phố Thủ Đức,Phường Hiệp Bình Phước,3,0,0,31/12/2025
18.5,190,Thành phố Thủ Đức,Phường Hiệp Bình Phước,3,8,6,31/12/2025
52,300,Thành phố Thủ Đức,Phường Linh Chiểu,6,24,0,31/12/2025
13,232,Thành phố Thủ Đức,Phường Hiệp Bình Phước,2,0,0,31/12/2025
16,240,Thành phố Thủ Đức,Phường Bình Chiểu,4,0,0,31/12/2025
4.85,18,Quận 3,Phường 11,1,3,0,31/12/2025
5,30,Quận 10,Phường 9,1,4,3,31/12/2025
5.2,30,Quận 10,Phường 9,2,3,3,31/12/2025
5,28,Quận 10,Phường 9,1,4,3,31/12/2025
4,24,Quận 6,Phường 4,1,0,0,31/12/2025
6.8,32,Quận Tân Bình,Phường 11,2,3,2,31/12/2025
18.5,85,Quận 6,Phường 11,4,11,12,31/12/2025
7,54,Quận 6,Phường 12,5,0,0,31/12/2025
6.5,25,Quận 1,Phường Cầu Ông Lãnh,2,0,0,31/12/2025
8.5,75,Quận 6,Phường 11,3,0,0,31/12/2025
4.98,21,Quận 10,Phường 6,1,3,4,31/12/2025
6.27,26,Quận 1,Phường Nguyễn Cư Trinh,2,3,4,31/12/2025
4.9,33,Quận 10,Phường 4,2,2,2,31/12/2025
8,46,Quận 10,Phường 2,1,0,0,31/12/2025
7.2,35,Quận 1,Phường Nguyễn Cư Trinh,3,4,3,31/12/2025
7.3,64,Quận 5,Phường 2,8,0,0,31/12/2025
4,21,Quận 10,Phường 6,4,0,0,31/12/2025
3,20,Quận 1,Phường Cầu Kho,2,0,0,31/12/2025
5,27,Quận 5,Phường 1,2,3,3,31/12/2025
5.88,25,Quận 5,Phường 1,2,3,3,31/12/2025
9.3,60,Quận 5,Phường 4,3,7,8,31/12/2025
5,30,Quận 10,Phường 9,2,4,0,31/12/2025
7.2,35,Quận 1,Phường Nguyễn Cư Trinh,1,4,3,31/12/2025
5,35,Quận 5,Phường 7,3,0,0,31/12/2025
3,17,Quận 1,Phường Nguyễn Cư Trinh,3,0,0,31/12/2025
3,20,Quận 1,Phường Nguyễn Cư Trinh,2,2,2,31/12/2025
5,30,Quận 1,Phường Cầu Kho,2,0,0,31/12/2025
5,30,Quận 5,Phường 1,3,2,3,31/12/2025
3.88,18,Quận 1,Phường Nguyễn Cư Trinh,2,2,2,31/12/2025
7.1,59,Quận 5,Phường 2,2,4,4,31/12/2025
3.9,20,Quận 1,Phường Nguyễn Cư Trinh,2,0,0,31/12/2025
3,17,Quận 1,Phường Nguyễn Cư Trinh,4,0,0,31/12/2025
5,24,Quận 5,Phường 6,1,3,3,31/12/2025
17,67,Quận 5,Phường 14,3,4,5,31/12/2025
20.5,100,Quận 5,Phường 2,3,0,0,31/12/2025
3.68,21,Quận 1,Phường Cầu Ông Lãnh,5,0,0,31/12/2025
9.5,51,Quận 5,Phường 2,9,0,0,31/12/2025
6,45,Quận 10,Phường 5,1,0,0,31/12/2025
6,36,Quận 10,Phường 8,2,0,0,31/12/2025
9,34,Quận 5,Phường 4,3,0,0,31/12/2025
7,64,Quận 6,Phường 10,1,0,0,31/12/2025
205,238,Quận 3,Phường 6,5,0,0,31/12/2025
9.8,77,Quận 5,Phường 7,2,4,3,31/12/2025
14,56,Quận 10,Phường 11,5,0,0,31/12/2025
7.9,46,Quận 5,Phường 2,2,0,0,31/12/2025
6.3,30,Quận 5,Phường 2,2,3,4,31/12/2025
5,72,Quận Bình Tân,Phường Bình Trị Đông,1,2,2,31/12/2025
10,30,Quận 10,Phường 8,3,0,0,31/12/2025
6.3,32,Quận 5,Phường 2,2,4,4,31/12/2025
9,21,Quận 5,Phường 7,2,0,0,31/12/2025
14.5,58,Quận 10,Phường 12,7,4,4,31/12/2025
17,60,Quận 5,Phường 5,2,9,0,31/12/2025
12,45,Quận 10,Phường 9,3,3,3,31/12/2025
6.45,68,Quận Gò Vấp,Phường 12,4,3,0,31/12/2025
5.5,27,Quận Bình Thạnh,Phường 1,3,2,2,31/12/2025
12,48,Quận 10,Phường 9,4,4,3,31/12/2025
8.9,58,Quận 10,Phường 5,4,0,0,31/12/2025
8.75,87,Quận Bình Thạnh,Phường 11,1,12,0,31/12/2025
11,46,Quận 10,Phường 9,2,0,0,31/12/2025
6,31,Quận 5,Phường 2,2,3,4,31/12/2025
16,56,Quận 10,Phường 11,2,3,4,31/12/2025
10.3,82,Quận 5,Phường 3,3,0,0,31/12/2025
11,48,Quận 10,Phường 9,2,0,0,31/12/2025
5,43,Quận 10,Phường 9,2,4,2,31/12/2025
3.95,30,Quận 5,Phường 2,2,0,0,31/12/2025
13,57,Quận 10,Phường 12,6,6,7,31/12/2025
8.5,43,Quận 3,Phường 5,6,0,0,31/12/2025
13.2,60,Quận 1,Phường Bến Thành,1,0,0,31/12/2025
29,80,Quận 1,Phường Bến Thành,4,0,0,31/12/2025
26.5,80,Quận 10,Phường 10,1,0,0,31/12/2025
32,78,Quận 1,Phường Nguyễn Cư Trinh,1,0,0,31/12/2025
10,42,Quận 10,Phường 1,2,3,0,31/12/2025
3.68,18,Quận 1,Phường Cầu Ông Lãnh,3,0,0,31/12/2025
3,22,Quận 1,Phường Cầu Ông Lãnh,4,0,0,31/12/2025
15,40,Quận 5,Phường 2,4,0,0,31/12/2025
5,30,Quận 5,Phường 1,1,2,3,31/12/2025
3.9,21,Quận 1,Phường Cầu Ông Lãnh,2,0,0,31/12/2025
3.9,17,Quận 1,Phường Nguyễn Cư Trinh,4,2,0,31/12/2025
3.9,17,Quận 1,Phường Nguyễn Cư Trinh,3,0,0,31/12/2025
3,18,Quận 1,Phường Nguyễn Cư Trinh,4,0,0,31/12/2025
17.3,56,Quận 10,Phường 15,2,0,0,31/12/2025
13,50,Quận 5,Phường 9,2,5,0,31/12/2025
3,18,Quận 1,Phường Nguyễn Cư Trinh,1,2,2,31/12/2025
8,58,Quận 3,Phường 4,3,4,3,31/12/2025
11.5,53,Quận 3,Phường 8,2,4,5,31/12/2025
11.5,53,Quận 3,Phường 10,1,4,5,31/12/2025
13.3,65,Quận 5,Phường 3,5,5,4,31/12/2025
5,51,Quận Gò Vấp,Phường 14,5,2,0,31/12/2025
9.3,57,Quận 5,Phường 4,3,7,8,31/12/2025
3.88,24,Quận 6,Phường 6,2,2,2,31/12/2025
5,30,Quận 10,Phường 10,1,4,3,31/12/2025
7.6,58,Quận 10,Phường 12,5,0,0,31/12/2025
8.3,32,Quận Bình Thạnh,Phường 17,1,0,0,31/12/2025
6,23,Quận 3,Phường 4,5,3,3,31/12/2025
5.95,50,Quận Gò Vấp,Phường 12,4,0,0,31/12/2025
5.95,27,Quận 5,Phường 2,2,5,0,31/12/2025
4.2,25,Quận 6,Phường 4,4,0,0,31/12/2025
8,30,Quận 1,Phường Phạm Ngũ Lão,1,2,3,31/12/2025
5.9,27,Quận 5,Phường 1,2,5,4,31/12/2025
3.85,17,Quận 10,Phường 15,1,3,4,31/12/2025
8.5,55,Quận 10,Phường 2,2,4,4,31/12/2025
6.2,30,Quận 10,Phường 10,4,4,0,31/12/2025
5.3,30,Quận 5,Phường 2,1,0,0,31/12/2025
4.86,18,Quận 3,Phường 11,4,2,3,31/12/2025
7.2,32,Quận 10,Phường 5,1,4,3,31/12/2025
5.3,30,Quận 5,Phường 2,3,0,0,31/12/2025
5,27,Quận 5,Phường 1,3,4,3,31/12/2025
3,16,Quận 1,Phường Phạm Ngũ Lão,1,2,2,31/12/2025
6.8,57,Quận Phú Nhuận,Phường 2,1,3,3,31/12/2025
4.5,45,Quận Gò Vấp,Phường 15,8,3,3,31/12/2025
10.5,64,Quận Bình Tân,Phường Bình Hưng Hòa A,3,4,4,31/12/2025
13.5,65,Quận 8,Phường 1,1,7,7,31/12/2025
9,30,Quận 1,Phường Đa Kao,1,3,3,31/12/2025
4,150,Huyện Bình Chánh,Xã Hưng Long,3,0,0,31/12/2025
4.35,60,Quận 12,Phường Thạnh Xuân,3,0,0,31/12/2025
6.5,125,Quận 12,Phường Thạnh Xuân,4,0,0,31/12/2025
6.2,70,Quận Bình Tân,Phường Tân Tạo,2,0,0,31/12/2025
4.6,125,Quận 12,Phường Thạnh Xuân,4,0,0,31/12/2025
5.5,65,Quận Bình Tân,Phường Tân Tạo,2,4,5,31/12/2025
6.8,60,Quận Bình Tân,Phường Tân Tạo,5,4,5,31/12/2025
9.8,95,Thành phố Thủ Đức,Phường Tân Phú,3,0,0,31/12/2025
5.1,110,Thành phố Thủ Đức,Phường Long Trường,2,0,0,31/12/2025
5.2,65,Quận Bình Tân,Phường Tân Tạo,3,0,0,31/12/2025
5.2,65,Quận Bình Tân,Phường Tân Tạo,3,0,0,31/12/2025
5.98,65,Quận Bình Tân,Phường Tân Tạo,2,0,0,31/12/2025
4,70,Quận Bình Tân,Phường Tân Tạo,3,1,0,31/12/2025
3.9,70,Quận Bình Tân,Phường Tân Tạo,4,5,0,31/12/2025
6.4,65,Quận Bình Tân,Phường Tân Tạo,4,0,0,31/12/2025
5,56,Quận 6,Phường 14,3,0,0,31/12/2025
9,84,Quận 6,Phường 14,2,3,2,31/12/2025
4.95,54,Quận Bình Tân,Phường An Lạc A,3,0,0,31/12/2025
4.39,85,Quận 12,Phường Thới An,2,0,0,31/12/2025
14.2,143,Quận 12,Phường Tân Thới Nhất,2,5,0,31/12/2025
6.5,125,Quận 12,Phường Thạnh Xuân,3,0,0,31/12/2025
4.35,60,Quận 12,Phường Thạnh Xuân,1,0,0,31/12/2025
13.65,1.714,Huyện Củ Chi,Xã Thái Mỹ,3,4,0,31/12/2025
5.3,40,Quận Gò Vấp,Phường 16,2,4,4,31/12/2025
6.5,52,Quận Gò Vấp,Phường 13,1,5,0,31/12/2025
7.9,75,Quận Gò Vấp,Phường 11,4,3,0,31/12/2025
4.5,37,Quận Gò Vấp,Phường 16,4,3,4,31/12/2025
4.85,58,Quận Gò Vấp,Phường 10,3,3,3,31/12/2025
7.2,71,Quận 6,Phường 13,2,10,10,31/12/2025
7,72,Quận 6,Phường 13,1,4,4,31/12/2025
5.4,21,Quận 11,Phường 13,3,3,0,31/12/2025
6.5,68,Thành phố Thủ Đức,Phường Hiệp Bình Chánh,3,0,0,31/12/2025
60,262,Thành phố Thủ Đức,Phường Tăng Nhơn Phú A,6,0,0,31/12/2025
23.5,149,Thành phố Thủ Đức,Phường Hiệp Phú,4,4,4,31/12/2025
26,96,Thành phố Thủ Đức,Phường Thảo Điền,3,3,3,31/12/2025
23.9,126,Thành phố Thủ Đức,Phường Bình Thọ,2,0,0,31/12/2025
5.6,125,Quận 12,Phường Tân Chánh Hiệp,3,0,0,31/12/2025
0.068,231,Thành phố Thủ Đức,Phường Phú Hữu,4,0,0,31/12/2025
9.2,92,Quận Bình Thạnh,Phường 12,3,6,6,31/12/2025
3.89,52,Quận Bình Tân,Phường Tân Tạo,5,4,3,31/12/2025
10.5,300,Huyện Hóc Môn,Xã Thới Tam Thôn,2,0,0,31/12/2025
3.05,55,Quận 3,Phường 15,2,3,2,31/12/2025
2.43,70,Quận Bình Thạnh,Phường 2,3,3,2,31/12/2025
4.12,70,Quận 6,Phường 12,4,3,2,31/12/2025
3.45,70,Quận Bình Thạnh,Phường 14,3,3,2,31/12/2025
0.058,440,Thành phố Thủ Đức,Phường Phú Hữu,3,0,0,31/12/2025
4.8,80,Thành phố Thủ Đức,Phường Linh Tây,3,0,0,31/12/2025
3,61,Quận Bình Thạnh,Phường 13,1,4,5,31/12/2025
2.9,64,Quận Bình Thạnh,Phường 24,3,4,5,31/12/2025
6.4,147,Thành phố Thủ Đức,Phường Phước Long B,3,2,0,31/12/2025
6.6,120,Thành phố Thủ Đức,Phường Phước Long B,1,0,0,31/12/2025
7.5,112,Thành phố Thủ Đức,Phường Phước Long B,2,5,0,31/12/2025
8.98,103,Thành phố Thủ Đức,Phường Phước Long B,3,0,0,31/12/2025
8.5,98,Thành phố Thủ Đức,Phường Phước Long A,3,0,0,31/12/2025
6.8,85,Thành phố Thủ Đức,Phường Phước Long B,2,0,0,31/12/2025
9.8,102,Thành phố Thủ Đức,Phường Phước Long A,4,1,0,31/12/2025
6.5,120,Thành phố Thủ Đức,Phường Phước Long B,3,0,0,31/12/2025
6.75,128,Thành phố Thủ Đức,Phường Phú Hữu,1,0,0,31/12/2025
35,321,Thành phố Thủ Đức,Phường Hiệp Phú,2,0,0,31/12/2025
9.95,103,Thành phố Thủ Đức,Phường Phước Bình,1,4,0,31/12/2025
8.5,99,Thành phố Thủ Đức,Phường Phước Long A,3,0,0,31/12/2025
5.45,69,Thành phố Thủ Đức,Phường Phước Long A,3,0,0,31/12/2025
8.6,118,Thành phố Thủ Đức,Phường Phước Long B,3,0,0,31/12/2025
8.5,120,Thành phố Thủ Đức,Phường Phước Long A,4,0,0,31/12/2025
9.85,88,Thành phố Thủ Đức,Phường Phước Bình,1,4,0,31/12/2025
8.1,115,Thành phố Thủ Đức,Phường Phước Bình,2,3,0,31/12/2025
9.75,120,Thành phố Thủ Đức,Phường Phước Long B,1,3,0,31/12/2025
8.7,98,Thành phố Thủ Đức,Phường Phước Long A,1,3,0,31/12/2025
5.85,56,Thành phố Thủ Đức,Phường Phú Hữu,1,0,0,31/12/2025
9.49,114,Thành phố Thủ Đức,Phường Phước Bình,4,0,0,31/12/2025
10.8,80,Thành phố Thủ Đức,Phường Phước Bình,3,0,0,31/12/2025
6.2,132,Thành phố Thủ Đức,Phường Tăng Nhơn Phú B,4,0,0,31/12/2025
8.68,82,Thành phố Thủ Đức,Phường Phước Long A,4,0,0,31/12/2025
7.3,61,Thành phố Thủ Đức,Phường Phước Long B,2,0,0,31/12/2025
13.7,142,Thành phố Thủ Đức,Phường Phước Long B,1,0,0,31/12/2025
8.97,70,Thành phố Thủ Đức,Phường Phước Long B,2,0,0,31/12/2025
13.5,100,Thành phố Thủ Đức,Phường Phước Long B,1,0,0,31/12/2025
8.5,71,Thành phố Thủ Đức,Phường Phước Long B,4,0,0,31/12/2025
7.8,68,Thành phố Thủ Đức,Phường Phước Long A,1,0,0,31/12/2025
7.65,68,Thành phố Thủ Đức,Phường Phước Long B,3,0,0,31/12/2025
8.46,78,Thành phố Thủ Đức,Phường Phước Long A,2,0,0,31/12/2025
7.65,67,Thành phố Thủ Đức,Phường Phước Long A,2,0,0,31/12/2025
8.79,75,Thành phố Thủ Đức,Phường Phước Long B,3,0,0,31/12/2025
7.67,66,Thành phố Thủ Đức,Phường Phước Long B,1,0,0,31/12/2025
7.87,61,Thành phố Thủ Đức,Phường Phước Long A,3,0,0,31/12/2025
8.49,82,Thành phố Thủ Đức,Phường Phước Long A,5,0,0,31/12/2025
8.78,72,Thành phố Thủ Đức,Phường Phước Long B,3,0,0,31/12/2025
8.8,79,Thành phố Thủ Đức,Phường Phước Long B,4,0,0,31/12/2025
23.9,252,Thành phố Thủ Đức,Phường Phước Long B,1,0,0,31/12/2025
4.8,70,Quận 12,Phường Tân Chánh Hiệp,3,4,0,31/12/2025
6.6,77,Thành phố Thủ Đức,Phường Tăng Nhơn Phú B,1,4,0,31/12/2025
6.92,79,Thành phố Thủ Đức,Phường Hiệp Phú,6,5,0,31/12/2025
8.23,72,Thành phố Thủ Đức,Phường Phước Long B,4,5,0,31/12/2025
7.2,62,Thành phố Thủ Đức,Phường Phước Long B,4,0,0,31/12/2025
9.8,147,Thành phố Thủ Đức,Phường Tăng Nhơn Phú B,1,0,0,31/12/2025
9.3,105,Thành phố Thủ Đức,Phường Phước Bình,4,0,0,31/12/2025
8.4,62,Thành phố Thủ Đức,Phường Phước Long B,4,0,0,31/12/2025
9.49,88,Thành phố Thủ Đức,Phường Phước Bình,5,0,0,31/12/2025
8.78,75,Thành phố Thủ Đức,Phường Phước Long B,5,0,0,31/12/2025
1.05,408,Huyện Củ Chi,Xã Trung Lập Hạ,4,0,0,31/12/2025
1.45,580,Huyện Củ Chi,Xã Trung Lập Hạ,4,1,0,31/12/2025
1.25,319,Huyện Củ Chi,Xã Trung Lập Hạ,4,2,0,31/12/2025
1.05,208,Huyện Củ Chi,Xã Phước Hiệp,3,0,0,31/12/2025
0.93,92,Huyện Củ Chi,Xã Tân Thông Hội,2,2,0,31/12/2025
1.25,135,Huyện Củ Chi,Xã Tân Phú Trung,3,2,0,31/12/2025
1.2,200,Huyện Củ Chi,Xã Tân Thông Hội,1,1,0,31/12/2025
1.18,165,Huyện Củ Chi,Xã Thái Mỹ,6,2,0,31/12/2025
0.75,152,Huyện Củ Chi,Xã Tân Thông Hội,1,1,2,31/12/2025
0.85,133,Huyện Củ Chi,Xã Tân Phú Trung,1,2,0,31/12/2025
1.45,64,Huyện Hóc Môn,Xã Tân Xuân,1,2,0,31/12/2025
0.79,144,Huyện Củ Chi,Xã Nhuận Đức,1,1,0,31/12/2025
0.815,100,Huyện Củ Chi,Xã Phước Hiệp,2,2,0,31/12/2025
0.75,151,Huyện Củ Chi,Xã Tân Thông Hội,4,1,0,31/12/2025
1.15,143,Huyện Củ Chi,Xã Tân Phú Trung,2,0,0,31/12/2025
1.05,105,Huyện Củ Chi,Xã Tân Thạnh Đông,4,2,0,31/12/2025
0.75,162,Huyện Củ Chi,Xã Tân Thạnh Đông,5,0,0,31/12/2025
0.92,161,Huyện Củ Chi,Xã Trung Lập Hạ,2,2,0,31/12/2025
0.88,215,Huyện Củ Chi,Xã Trung Lập Hạ,3,2,0,31/12/2025
0.75,102,Huyện Củ Chi,Xã Phước Thạnh,3,0,0,31/12/2025
0.935,171,Huyện Củ Chi,Xã Thái Mỹ,2,2,0,31/12/2025
1.05,124,Huyện Củ Chi,Xã Tân Thông Hội,4,2,0,31/12/2025
0.85,212,Huyện Củ Chi,Xã Trung Lập Thượng,6,0,0,31/12/2025
0.93,84,Huyện Củ Chi,Xã Tân Thông Hội,2,2,0,31/12/2025
0.98,108,Huyện Củ Chi,Xã Tân Thông Hội,1,2,2,31/12/2025
0.85,143,Huyện Củ Chi,Xã Tân Phú Trung,1,0,0,31/12/2025
0.95,52,Huyện Củ Chi,Xã Tân Phú Trung,5,2,0,31/12/2025
5,45,Quận Bình Thạnh,Phường 7,4,4,0,31/12/2025
5,39,Quận Bình Thạnh,Phường 12,1,0,0,31/12/2025
0.95,130,Huyện Củ Chi,Xã Tân Phú Trung,7,2,0,31/12/2025
0.75,118,Huyện Củ Chi,Xã Trung Lập Thượng,3,3,0,31/12/2025
1.25,504,Huyện Củ Chi,Xã Tân Phú Trung,2,2,0,31/12/2025
1.2,427,Huyện Củ Chi,Xã Tân Phú Trung,1,0,0,31/12/2025
33.9,879,Thành phố Thủ Đức,Phường Long Bình,2,0,0,31/12/2025
0.75,125,Huyện Củ Chi,Xã Phước Hiệp,4,2,0,31/12/2025
0.85,130,Huyện Củ Chi,Xã Phước Thạnh,3,2,0,31/12/2025
34,214,Thành phố Thủ Đức,Phường Bình Trưng Đông,3,0,0,31/12/2025
15.8,100,Quận Bình Thạnh,Phường 13,4,0,0,31/12/2025
6.5,41,Quận 3,Phường 7,2,0,0,31/12/2025
14.5,84,Thành phố Thủ Đức,Phường Cát Lái,3,0,0,31/12/2025
7.3,39,Quận Phú Nhuận,Phường 17,5,0,0,31/12/2025
8.59,57,Quận Phú Nhuận,Phường 15,1,0,0,31/12/2025
11.8,147,Thành phố Thủ Đức,Phường Tăng Nhơn Phú A,2,2,0,31/12/2025
7.99,45,Quận Tân Bình,Phường 5,2,0,0,31/12/2025
7.59,61,Quận Phú Nhuận,Phường 8,5,0,0,31/12/2025
23,211,Thành phố Thủ Đức,Phường Tăng Nhơn Phú A,2,0,0,31/12/2025
6.25,30,Quận Phú Nhuận,Phường 9,4,3,0,31/12/2025
6.5,33,Quận Phú Nhuận,Phường 8,4,0,0,31/12/2025
7.9,197,Thành phố Thủ Đức,Phường Long Thạnh Mỹ,4,0,0,31/12/2025
6.88,46,Quận 3,Phường 14,1,6,0,31/12/2025
7.99,40,Quận 3,Phường 12,2,4,0,31/12/2025
55,495,Thành phố Thủ Đức,Phường Linh Đông,2,0,0,31/12/2025
6.4,61,Quận Phú Nhuận,Phường 8,2,0,0,31/12/2025
6,165,Thành phố Thủ Đức,Phường Long Trường,2,0,0,31/12/2025
8.65,41,Quận Tân Bình,Phường 2,2,6,0,31/12/2025
7,60,Quận Gò Vấp,Phường 7,3,0,0,31/12/2025
7.2,40,Quận 3,Phường 14,3,4,0,31/12/2025
9.9,115,Quận 3,Phường 14,1,0,0,31/12/2025
8,40,Quận 3,Phường 14,2,4,3,31/12/2025
9.85,85,Thành phố Thủ Đức,Phường Phước Long A,3,0,0,31/12/2025
67,477,Thành phố Thủ Đức,Phường Phú Hữu,3,0,0,31/12/2025
4,50,Quận Bình Thạnh,Phường 7,2,0,0,31/12/2025
13.85,63,Quận Tân Bình,Phường 1,2,0,0,31/12/2025
7,75,Thành phố Thủ Đức,Phường Hiệp Phú,3,2,0,31/12/2025
9.2,43,Quận Phú Nhuận,Phường 4,4,0,0,31/12/2025
7.5,39,Quận Tân Bình,Phường 7,4,0,0,31/12/2025
210,1.404,Thành phố Thủ Đức,Phường Tăng Nhơn Phú A,2,0,0,31/12/2025
9.5,136,Thành phố Thủ Đức,Phường Long Trường,3,0,0,31/12/2025
7.6,50,Quận Phú Nhuận,Phường 1,1,0,0,31/12/2025
7.95,37,Quận 3,Phường 14,3,0,0,31/12/2025
6.6,69,Quận 3,Phường 14,3,0,0,31/12/2025
8.78,42,Quận 3,Phường 12,3,0,0,31/12/2025
19.5,136,Thành phố Thủ Đức,Phường Phú Hữu,4,5,6,31/12/2025
9,133,Thành phố Thủ Đức,Phường Long Trường,1,4,5,31/12/2025
